file_path,file_name,format,width,height,aspect_ratio,file_size_bytes,page_or_component_uses,alt_texts,number_of_uses,public_route_count,unique_or_reused,is_category_fallback,used_in_open_graph,exact_duplicate_group,near_duplicate_groups,dominant_colours,palette_flags,status,phase_1_status,phase_1_note,topic_relevance,realism,colour_visual_interest,composition,technical_quality,brand_suitability,average_score,assessment_notes
public/images/guides/home-office-lighting-what-to-compare-before-you-buy.webp,home-office-lighting-what-to-compare-before-you-buy.webp,webp,1600,720,2.2222,54374,"route /categories/home-office/ [inline] alt=""A home-office desk lit by filtered daylight and an adjustable task lamp beside a glare-controlled monitor"" || route /guides/home-office-lighting-what-to-compare-before-you-buy/ [hero] alt=""A home-office desk lit by filtered daylight and an adjustable task lamp beside a glare-controlled monitor"" || source src/pages/guides/home-office-lighting-what-to-compare-before-you-buy/index.astro:73 [source_literal] alt=""A home-office desk lit by filtered daylight and an adjustable task lamp beside a glare-controlled monitor""",A home-office desk lit by filtered daylight and an adjustable task lamp beside a glare-controlled monitor,3,2,reused,False,False,,,#3b362f:20% | #ae9883:20% | #6b625b:16% | #d4caba:16% | #8b7562:16%,grey | brown | warm_orange_grade,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/home-office-setup-ideas-small-spaces.webp,home-office-setup-ideas-small-spaces.webp,webp,1600,720,2.2222,90922,"route /categories/home-office/ [inline] alt=""A slim home-office desk and chair fitted beside a wardrobe in a compact bedroom nook"" || route /guides/home-office-setup-ideas-small-spaces/ [hero] alt=""A slim home-office desk and chair fitted beside a wardrobe in a compact bedroom nook"" || route /guides/ [inline] alt=""A slim home-office desk and chair fitted beside a wardrobe in a compact bedroom nook"" || source src/pages/guides/home-office-setup-ideas-small-spaces/index.astro:118 [source_literal] alt=""A slim home-office desk and chair fitted beside a wardrobe in a compact bedroom nook""",A slim home-office desk and chair fitted beside a wardrobe in a compact bedroom nook,4,3,reused,False,False,,,#aea4a0:22% | #48423a:20% | #817975:17% | #978b84:14% | #c2bfc1:14%,grey,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/home-office-storage-access-and-clearance-plan.svg,home-office-storage-access-and-clearance-plan.svg,svg,1440,960,1.5,14648,"route /guides/home-office-storage-for-paperwork-tech-and-supplies-what-to-plan-before-buying/ [inline] alt=""A home office plan showing daily, occasional and archive storage zones beside a desk, plus an open drawer, chair movement, printer access and a clear walking route"" || source src/pages/guides/home-office-storage-for-paperwork-tech-and-supplies-what-to-plan-before-buying/index.astro:172 [source_literal] alt=""A home office plan showing daily, occasional and archive storage zones beside a desk, plus an open drawer, chair movement, printer access and a clear walking route""","A home office plan showing daily, occasional and archive storage zones beside a desk, plus an open drawer, chair movement, printer access and a clear walking route",2,1,unique,False,False,,,#f6f3eb:28% | #e7eae4:26% | #f9fbfa:17% | #a0aea6:13% | #eff3f0:11%,grey | beige_or_cream,KEEP,FINAL KEEP,,5,5,3,5,5,5,4.67,A useful planning diagram with clear access and clearance information.
public/images/guides/home-office-video-call-background-and-desk-zone-setup-what-to-plan-before-buying.webp,home-office-video-call-background-and-desk-zone-setup-what-to-plan-before-buying.webp,webp,1600,720,2.2222,85216,"route /categories/home-office/ [inline] alt=""A home workstation viewed past a webcam and empty chair towards a calm, uncluttered video-call background"" || route /guides/home-office-video-call-background-and-desk-zone-setup-what-to-plan-before-buying/ [hero] alt=""A home workstation viewed past a webcam and empty chair towards a calm, uncluttered video-call background"" || source src/pages/guides/home-office-video-call-background-and-desk-zone-setup-what-to-plan-before-buying/index.astro:63 [source_literal] alt=""A home workstation viewed past a webcam and empty chair towards a calm, uncluttered video-call background""","A home workstation viewed past a webcam and empty chair towards a calm, uncluttered video-call background",3,2,reused,False,False,,,#28241e:23% | #b9b0a5:21% | #a09384:19% | #786855:14% | #514739:14%,grey | beige_or_cream | brown,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/how-to-choose-the-right-dog-bed-for-your-home.webp,how-to-choose-the-right-dog-bed-for-your-home.webp,webp,1600,720,2.2222,123992,"route /categories/pets/ [inline] alt=""A calm border collie resting on a correctly sized charcoal dog bed in a quiet bedroom corner"" || route /guides/how-to-choose-the-right-dog-bed-for-your-home/ [hero] alt=""A calm border collie resting on a correctly sized charcoal dog bed in a quiet bedroom corner"" || source src/pages/guides/how-to-choose-the-right-dog-bed-for-your-home/index.astro:83 [source_literal] alt=""A calm border collie resting on a correctly sized charcoal dog bed in a quiet bedroom corner""",A calm border collie resting on a correctly sized charcoal dog bed in a quiet bedroom corner,3,2,reused,False,False,,,#c9c6bf:21% | #3b3229:20% | #b1aaa2:16% | #70614f:16% | #8c8072:16%,grey | beige_or_cream | brown,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/kids-play-and-toy-storage-what-to-plan-before-buying.webp,kids-play-and-toy-storage-what-to-plan-before-buying.webp,webp,1600,720,2.2222,158390,"route /categories/nursery-kids/ [inline] alt=""Low playroom storage with large toys, blank-cover books and open baskets beside a clear section of floor"" || route /guides/kids-play-and-toy-storage-what-to-plan-before-buying/ [hero] alt=""Low playroom storage with large toys, blank-cover books and open baskets beside a clear section of floor"" || source src/pages/guides/kids-play-and-toy-storage-what-to-plan-before-buying/index.astro:53 [source_literal] alt=""Low playroom storage with large toys, blank-cover books and open baskets beside a clear section of floor""","Low playroom storage with large toys, blank-cover books and open baskets beside a clear section of floor",3,2,reused,False,False,,,#62361a:22% | #a06638:20% | #bda894:19% | #b18c6a:16% | #716243:12%,beige_or_cream | brown | coral_or_terracotta | warm_orange_grade,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/kitchen-bench-space-what-to-clear-before-buying-more-storage.webp,kitchen-bench-space-what-to-clear-before-buying-more-storage.webp,webp,1600,720,2.2222,120258,"route /categories/kitchen/ [inline] alt=""A warm kitchen with clear bench space, timber cabinetry and green accents"" || route /guides/kitchen-bench-space-what-to-clear-before-buying-more-storage/ [hero] alt=""A warm kitchen with clear bench space, timber cabinetry and green accents"" || source src/pages/guides/kitchen-bench-space-what-to-clear-before-buying-more-storage/index.astro:68 [source_literal] alt=""A warm kitchen with clear bench space, timber cabinetry and green accents""","A warm kitchen with clear bench space, timber cabinetry and green accents",3,2,reused,False,False,,,#b48339:25% | #cbc8aa:21% | #614a2a:19% | #c0ac7d:15% | #e6e6ca:11%,brown | warm_orange_grade,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/kitchen-container-storage-what-to-sort-before-buying-more-containers.webp,kitchen-container-storage-what-to-sort-before-buying-more-containers.webp,webp,1600,720,2.2222,92730,"route /categories/kitchen/ [inline] alt=""A warm kitchen with timber cabinetry, green accents and tidy everyday storage"" || route /guides/kitchen-container-storage-what-to-sort-before-buying-more-containers/ [hero] alt=""A warm kitchen with timber cabinetry, green accents and tidy everyday storage"" || source src/pages/guides/kitchen-container-storage-what-to-sort-before-buying-more-containers/index.astro:63 [source_literal] alt=""A warm kitchen with timber cabinetry, green accents and tidy everyday storage""","A warm kitchen with timber cabinetry, green accents and tidy everyday storage",3,2,reused,False,False,,,#111b27:26% | #3a444d:20% | #5c6058:17% | #959581:15% | #78766b:11%,grey,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/kitchen-drawer-storage-what-to-measure-before-buying-organisers.webp,kitchen-drawer-storage-what-to-measure-before-buying-organisers.webp,webp,1600,720,2.2222,145130,"route /categories/kitchen/ [inline] alt=""A warm kitchen with timber cabinetry, green accents and tidy drawer storage"" || route /guides/kitchen-drawer-storage-what-to-measure-before-buying-organisers/ [hero] alt=""A warm kitchen with timber cabinetry, green accents and tidy drawer storage"" || source src/pages/guides/kitchen-drawer-storage-what-to-measure-before-buying-organisers/index.astro:96 [source_literal] alt=""A warm kitchen with timber cabinetry, green accents and tidy drawer storage""","A warm kitchen with timber cabinetry, green accents and tidy drawer storage",3,2,reused,False,False,,,#4c2922:22% | #938077:18% | #b4a9a6:18% | #534943:16% | #865144:15%,grey | coral_or_terracotta,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/laundry-basket-storage-what-to-sort-before-buying-hampers-or-sorters.webp,laundry-basket-storage-what-to-sort-before-buying-hampers-or-sorters.webp,webp,1600,720,2.2222,165578,"route /categories/laundry/ [inline] alt=""A practical laundry room with warm finishes, baskets and tidy everyday storage"" || route /guides/laundry-basket-storage-what-to-sort-before-buying-hampers-or-sorters/ [hero] alt=""A practical laundry room with warm finishes, baskets and tidy everyday storage"" || source src/pages/guides/laundry-basket-storage-what-to-sort-before-buying-hampers-or-sorters/index.astro:86 [source_literal] alt=""A practical laundry room with warm finishes, baskets and tidy everyday storage""","A practical laundry room with warm finishes, baskets and tidy everyday storage",3,2,reused,False,False,,,#856555:22% | #5d4131:19% | #3e2418:19% | #947c6f:18% | #724c3a:13%,brown | coral_or_terracotta | warm_orange_grade,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/laundry-drying-space-what-to-measure-before-buying-airers-or-racks.webp,laundry-drying-space-what-to-measure-before-buying-airers-or-racks.webp,webp,1600,720,2.2222,121882,"route /categories/laundry/ [inline] alt=""A practical laundry room with warm finishes, baskets and tidy everyday storage"" || route /guides/laundry-drying-space-what-to-measure-before-buying-airers-or-racks/ [hero] alt=""A practical laundry room with warm finishes, baskets and tidy everyday storage"" || source src/pages/guides/laundry-drying-space-what-to-measure-before-buying-airers-or-racks/index.astro:100 [source_literal] alt=""A practical laundry room with warm finishes, baskets and tidy everyday storage""","A practical laundry room with warm finishes, baskets and tidy everyday storage",3,2,reused,False,False,,,#67573e:20% | #c1ad92:19% | #d3c4af:19% | #9a896f:17% | #b29377:16%,beige_or_cream | brown | warm_orange_grade,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/laundry-essentials-australian-homes.webp,laundry-essentials-australian-homes.webp,webp,1600,720,2.2222,163560,"route /categories/laundry/ [inline] alt=""A practical laundry room with warm finishes, baskets and tidy everyday storage"" || route /guides/laundry-essentials-australian-homes/ [hero] alt=""A practical laundry room with warm finishes, baskets and tidy everyday storage"" || source src/pages/guides/laundry-essentials-australian-homes/index.astro:57 [source_literal] alt=""A practical laundry room with warm finishes, baskets and tidy everyday storage""","A practical laundry room with warm finishes, baskets and tidy everyday storage",3,2,reused,False,False,,,#3c2517:22% | #9a8870:21% | #baac94:16% | #5c4b38:14% | #92583c:14%,beige_or_cream | brown | coral_or_terracotta | warm_orange_grade,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/laundry-tub-storage-what-to-check-before-buying-under-sink-organisers.webp,laundry-tub-storage-what-to-check-before-buying-under-sink-organisers.webp,webp,1600,720,2.2222,82744,"route /categories/laundry/ [inline] alt=""A practical laundry room with warm finishes, baskets and tidy everyday storage"" || route /guides/laundry-tub-storage-what-to-check-before-buying-under-sink-organisers/ [hero] alt=""A practical laundry room with warm finishes, baskets and tidy everyday storage"" || source src/pages/guides/laundry-tub-storage-what-to-check-before-buying-under-sink-organisers/index.astro:58 [source_literal] alt=""A practical laundry room with warm finishes, baskets and tidy everyday storage""","A practical laundry room with warm finishes, baskets and tidy everyday storage",3,2,reused,False,False,,,#161712:19% | #3d3b33:17% | #292923:17% | #776c5b:17% | #b5a996:15%,beige_or_cream,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/living-room-cable-management-what-to-plan-before-buying-organisers.webp,living-room-cable-management-what-to-plan-before-buying-organisers.webp,webp,1600,720,2.2222,144416,"route /categories/living-spaces/ [inline] alt=""Entertainment cables secured behind a timber TV unit with clips, a fabric sleeve and a ventilated power-board box"" || route /guides/living-room-cable-management-what-to-plan-before-buying-organisers/ [hero] alt=""Entertainment cables secured behind a timber TV unit with clips, a fabric sleeve and a ventilated power-board box"" || source src/pages/guides/living-room-cable-management-what-to-plan-before-buying-organisers/index.astro:69 [source_literal] alt=""Entertainment cables secured behind a timber TV unit with clips, a fabric sleeve and a ventilated power-board box""","Entertainment cables secured behind a timber TV unit with clips, a fabric sleeve and a ventilated power-board box",3,2,reused,False,False,,,#77593f:31% | #423326:19% | #ad9f91:15% | #9b8470:12% | #857461:12%,beige_or_cream | brown | warm_orange_grade,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/living-room-lighting-ideas-for-australian-homes.webp,living-room-lighting-ideas-for-australian-homes.webp,webp,1600,720,2.2222,114812,"route /categories/living-spaces/ [inline] alt=""A living room using evening daylight, a ceiling light, a table lamp and a floor reading lamp without screen glare"" || route /guides/living-room-lighting-ideas-for-australian-homes/ [hero] alt=""A living room using evening daylight, a ceiling light, a table lamp and a floor reading lamp without screen glare"" || source src/pages/guides/living-room-lighting-ideas-for-australian-homes/index.astro:80 [source_literal] alt=""A living room using evening daylight, a ceiling light, a table lamp and a floor reading lamp without screen glare""","A living room using evening daylight, a ceiling light, a table lamp and a floor reading lamp without screen glare",3,2,reused,False,False,,,#13100d:22% | #654f3f:20% | #4d3c2f:19% | #2b2119:16% | #3e2a1b:16%,brown,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/living-room-rug-size-and-placement-what-to-check-before-you-buy.webp,living-room-rug-size-and-placement-what-to-check-before-you-buy.webp,webp,1600,720,2.2222,230920,"route /categories/living-spaces/ [inline] alt=""A grey living-room rug sized beneath the front legs of a sofa and two armchairs with a clear timber-floor walkway"" || route /guides/living-room-rug-size-and-placement-what-to-check-before-you-buy/ [hero] alt=""A grey living-room rug sized beneath the front legs of a sofa and two armchairs with a clear timber-floor walkway"" || source src/pages/guides/living-room-rug-size-and-placement-what-to-check-before-you-buy/index.astro:78 [source_literal] alt=""A grey living-room rug sized beneath the front legs of a sofa and two armchairs with a clear timber-floor walkway""",A grey living-room rug sized beneath the front legs of a sofa and two armchairs with a clear timber-floor walkway,3,2,reused,False,False,,,#8a7969:21% | #41321e:20% | #62584c:17% | #a2958a:16% | #84613e:15%,grey | brown | warm_orange_grade,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/living-room-storage-before-cluttered-zones.webp,living-room-storage-before-cluttered-zones.webp,webp,1536,1024,1.5,182776,"route /categories/living-spaces/ [inline] alt=""A lived-in living room with a rug, low furniture and everyday items near the floor"" || route /guides/living-room-storage-ideas-everyday-australian-homes/ [inline] alt=""Blankets, toys, books and media accessories spread across a living room and its walking route"" || route /guides/robot-vacuum-buying-guide-australia/ [hero] alt=""A lived-in living room with a rug, low furniture and everyday items near the floor"" || source src/pages/guides/living-room-storage-ideas-everyday-australian-homes/index.astro:173 [source_literal] alt=""Blankets, toys, books and media accessories spread across a living room and its walking route"" || source src/pages/guides/robot-vacuum-buying-guide-australia/index.astro:54 [source_literal] alt=""A lived-in living room with a rug, low furniture and everyday items near the floor""","A lived-in living room with a rug, low furniture and everyday items near the floor || Blankets, toys, books and media accessories spread across a living room and its walking route",5,3,reused,False,False,,near-01,#573d25:24% | #22150d:23% | #7c644f:14% | #9c836b:13% | #b6a189:13%,beige_or_cream | brown | warm_orange_grade,KEEP,FINAL KEEP,,5,4,3,4,4,4,4.0,Useful intentional before image. The scattered items show the problem without unsafe or implausible clutter.
public/images/guides/living-room-storage-everyday-zones.webp,living-room-storage-everyday-zones.webp,webp,1536,1024,1.5,196286,"route /categories/living-spaces/ [inline] alt=""The same living room with media, blankets and toys returned to small storage zones around a clear walking route"" || route /guides/living-room-storage-ideas-everyday-australian-homes/ [hero] alt=""The same living room with media, blankets and toys returned to small storage zones around a clear walking route"" || route /guides/living-room-storage-ideas-everyday-australian-homes/ [inline] alt=""The same living room with media, blankets and toys returned to small storage zones around a clear walking route"" || source src/pages/guides/living-room-storage-ideas-everyday-australian-homes/index.astro:88 [source_literal] alt=""The same living room with media, blankets and toys returned to small storage zones around a clear walking route"" || source src/pages/guides/living-room-storage-ideas-everyday-australian-homes/index.astro:184 [source_literal] alt=""The same living room with media, blankets and toys returned to small storage zones around a clear walking route""","The same living room with media, blankets and toys returned to small storage zones around a clear walking route",5,2,reused,False,False,,near-01,#20130d:20% | #8d745e:19% | #493423:18% | #b5a089:16% | #6e492c:16%,beige_or_cream | brown | warm_orange_grade,KEEP,FINAL KEEP,,5,4,3,4,4,4,4.0,Useful intentional after image with the same viewpoint and an obvious improvement in everyday zones.
public/images/guides/lower-waste-laundry-essentials.webp,lower-waste-laundry-essentials.webp,webp,1600,720,2.2222,104190,"route /categories/laundry/ [inline] alt=""Laundry baskets and washing supplies arranged in a compact Australian laundry"" || route /guides/lower-waste-laundry-essentials/ [hero] alt=""Laundry baskets and washing supplies arranged in a compact Australian laundry"" || source src/pages/guides/lower-waste-laundry-essentials/index.astro:52 [source_literal] alt=""Laundry baskets and washing supplies arranged in a compact Australian laundry""",Laundry baskets and washing supplies arranged in a compact Australian laundry,3,2,reused,False,False,,,#9e9d93:20% | #6d756b:20% | #565648:18% | #c0bdb0:17% | #868275:15%,grey,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/nappy-change-station-checklist.webp,nappy-change-station-checklist.webp,webp,1600,720,2.2222,105656,"route /categories/nursery-kids/ [inline] alt=""A stable nappy-change surface with nappies, wipes, spare clothing and closed laundry and disposal bins within reach"" || route /guides/nappy-change-station-checklist/ [hero] alt=""A stable nappy-change surface with nappies, wipes, spare clothing and closed laundry and disposal bins within reach"" || source src/pages/guides/nappy-change-station-checklist/index.astro:53 [source_literal] alt=""A stable nappy-change surface with nappies, wipes, spare clothing and closed laundry and disposal bins within reach""","A stable nappy-change surface with nappies, wipes, spare clothing and closed laundry and disposal bins within reach",3,2,reused,False,False,,,#886c5a:25% | #593a25:22% | #9a8678:16% | #c0b9b6:15% | #d8d6d5:11%,grey | brown | coral_or_terracotta | warm_orange_grade,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/new-puppy-essentials.webp,new-puppy-essentials.webp,webp,1600,720,2.2222,139290,"route /categories/pets/ [inline] alt=""A new-puppy zone with an open playpen, washable bed, plain bowls, safe toys and portable supplies"" || route /guides/new-puppy-essentials/ [hero] alt=""A new-puppy zone with an open playpen, washable bed, plain bowls, safe toys and portable supplies"" || source src/pages/guides/new-puppy-essentials/index.astro:58 [source_literal] alt=""A new-puppy zone with an open playpen, washable bed, plain bowls, safe toys and portable supplies""","A new-puppy zone with an open playpen, washable bed, plain bowls, safe toys and portable supplies",3,2,reused,False,False,,,#302c28:23% | #9c8a77:22% | #b0a295:15% | #5d5a52:14% | #856d56:14%,grey | beige_or_cream | brown | warm_orange_grade,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/newborn-essentials.webp,newborn-essentials.webp,webp,1600,720,2.2222,162072,"route /categories/nursery-kids/ [inline] alt=""Newborn nappies, plain wraps, feeding cloths and clothing organised in drawers, baskets and a portable caddy"" || route /guides/newborn-essentials/ [hero] alt=""Newborn nappies, plain wraps, feeding cloths and clothing organised in drawers, baskets and a portable caddy"" || source src/pages/guides/newborn-essentials/index.astro:93 [source_literal] alt=""Newborn nappies, plain wraps, feeding cloths and clothing organised in drawers, baskets and a portable caddy""","Newborn nappies, plain wraps, feeding cloths and clothing organised in drawers, baskets and a portable caddy",3,2,reused,False,False,,,#35291f:23% | #a06e4b:22% | #775842:19% | #9c9189:13% | #c6c7cc:12%,brown | warm_orange_grade,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/nursery-essentials-for-australian-homes.webp,nursery-essentials-for-australian-homes.webp,webp,1600,720,2.2222,135528,"route /categories/nursery-kids/ [inline] alt=""A functional nursery with an empty cot, change area, armchair, closed storage and a small laundry basket"" || route /guides/ [inline] alt=""A functional nursery with an empty cot, change area, armchair, closed storage and a small laundry basket"" || route /guides/nursery-essentials-for-australian-homes/ [hero] alt=""A functional nursery with an empty cot, change area, armchair, closed storage and a small laundry basket"" || route / [inline] alt=""A functional nursery with an empty cot, change area, armchair, closed storage and a small laundry basket"" || source src/pages/guides/nursery-essentials-for-australian-homes/index.astro:101 [source_literal] alt=""A functional nursery with an empty cot, change area, armchair, closed storage and a small laundry basket""","A functional nursery with an empty cot, change area, armchair, closed storage and a small laundry basket",5,4,reused,False,False,,,#908e8d:20% | #4a4844:18% | #6e6c6a:18% | #a4a4a4:17% | #7a7978:15%,grey,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/nursery-storage-compact-room.webp,nursery-storage-compact-room.webp,webp,1536,1024,1.5,120266,"route /categories/nursery-kids/ [inline] alt=""A compact nursery with an empty cot, an open change-table drawer, low fabric baskets and higher storage"" || route /guides/nursery-storage-small-rooms/ [hero] alt=""A compact nursery with an empty cot, an open change-table drawer, low fabric baskets and higher storage"" || route /guides/nursery-storage-small-rooms/ [inline] alt=""A compact nursery with an empty cot, an open change-table drawer, low fabric baskets and higher storage"" || source src/pages/guides/nursery-storage-small-rooms/index.astro:96 [source_literal] alt=""A compact nursery with an empty cot, an open change-table drawer, low fabric baskets and higher storage"" || source src/pages/guides/nursery-storage-small-rooms/index.astro:183 [source_literal] alt=""A compact nursery with an empty cot, an open change-table drawer, low fabric baskets and higher storage""","A compact nursery with an empty cot, an open change-table drawer, low fabric baskets and higher storage",5,2,reused,False,False,,,#ae9c84:23% | #8c7a5a:19% | #6a5230:19% | #bdb09e:17% | #a38664:13%,beige_or_cream | brown | warm_orange_grade,KEEP,FINAL KEEP,,5,4,3,4,4,4,4.0,"A compact, plausible nursery where cot, change area, storage and walking space are visible."
public/images/guides/outdoor-dining-area-setup-what-to-measure-before-buying-furniture.webp,outdoor-dining-area-setup-what-to-measure-before-buying-furniture.webp,webp,1600,720,2.2222,222204,"route /categories/outdoor-garden/ [inline] alt=""A timber outdoor table and chairs with generous pull-out space and a clear path from the back door"" || route /guides/outdoor-dining-area-setup-what-to-measure-before-buying-furniture/ [hero] alt=""A timber outdoor table and chairs with generous pull-out space and a clear path from the back door"" || source src/pages/guides/outdoor-dining-area-setup-what-to-measure-before-buying-furniture/index.astro:83 [source_literal] alt=""A timber outdoor table and chairs with generous pull-out space and a clear path from the back door""",A timber outdoor table and chairs with generous pull-out space and a clear path from the back door,3,2,reused,False,False,,,#322e1f:26% | #615a4e:20% | #86817d:17% | #bba28e:14% | #d2c1b5:12%,grey,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/outdoor-entertaining-area-setup-what-to-plan-before-buying-extra-furniture-and-accessories.webp,outdoor-entertaining-area-setup-what-to-plan-before-buying-extra-furniture-and-accessories.webp,webp,1600,720,2.2222,157998,"route /categories/outdoor-garden/ [inline] alt=""An empty covered patio with flexible chairs, a timber bench, serving console and secure overhead lights"" || route /guides/outdoor-entertaining-area-setup-what-to-plan-before-buying-extra-furniture-and-accessories/ [hero] alt=""An empty covered patio with flexible chairs, a timber bench, serving console and secure overhead lights"" || source src/pages/guides/outdoor-entertaining-area-setup-what-to-plan-before-buying-extra-furniture-and-accessories/index.astro:68 [source_literal] alt=""An empty covered patio with flexible chairs, a timber bench, serving console and secure overhead lights""","An empty covered patio with flexible chairs, a timber bench, serving console and secure overhead lights",3,2,reused,False,False,,,#43301c:24% | #1e160c:22% | #6d4623:15% | #865c38:14% | #513e2a:14%,brown | warm_orange_grade,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/outdoor-lounge-area-setup-what-to-measure-before-buying-seating.webp,outdoor-lounge-area-setup-what-to-measure-before-buying-seating.webp,webp,1600,720,2.2222,182398,"route /categories/outdoor-garden/ [inline] alt=""A compact outdoor sofa and two mesh chairs arranged on a covered deck beside a clear walkway"" || route /guides/outdoor-lounge-area-setup-what-to-measure-before-buying-seating/ [hero] alt=""A compact outdoor sofa and two mesh chairs arranged on a covered deck beside a clear walkway"" || source src/pages/guides/outdoor-lounge-area-setup-what-to-measure-before-buying-seating/index.astro:78 [source_literal] alt=""A compact outdoor sofa and two mesh chairs arranged on a covered deck beside a clear walkway""",A compact outdoor sofa and two mesh chairs arranged on a covered deck beside a clear walkway,3,2,reused,False,False,,,#3b352f:21% | #93887a:20% | #635e51:16% | #b0a8a1:16% | #7d6859:16%,grey | brown,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/outdoor-shade-setup-for-patios-and-backyards-what-to-check-before-buying.webp,outdoor-shade-setup-for-patios-and-backyards-what-to-check-before-buying.webp,webp,1600,720,2.2222,194724,"route /categories/outdoor-garden/ [inline] alt=""A retractable awning shading two patio chairs while late-afternoon sun reaches the open lawn"" || route /guides/outdoor-shade-setup-for-patios-and-backyards-what-to-check-before-buying/ [hero] alt=""A retractable awning shading two patio chairs while late-afternoon sun reaches the open lawn"" || source src/pages/guides/outdoor-shade-setup-for-patios-and-backyards-what-to-check-before-buying/index.astro:83 [source_literal] alt=""A retractable awning shading two patio chairs while late-afternoon sun reaches the open lawn""",A retractable awning shading two patio chairs while late-afternoon sun reaches the open lawn,3,2,reused,False,False,,,#4c3520:28% | #302316:22% | #927c3d:15% | #534638:13% | #6d4f34:12%,brown | warm_orange_grade,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/outdoor-storage-brick-courtyard.webp,outdoor-storage-brick-courtyard.webp,webp,1440,960,1.5,241758,"route /categories/outdoor-garden/ [inline] alt=""A brick townhouse courtyard with an open garden cabinet, upright tool rack and clear path from the back door"" || route /guides/ [inline] alt=""A brick townhouse courtyard with an open garden cabinet, upright tool rack and clear path from the back door"" || route /guides/outdoor-storage-ideas-australian-patios-balconies-gardens/ [hero] alt=""A brick townhouse courtyard with an open garden cabinet, upright tool rack and clear path from the back door"" || route /guides/outdoor-storage-ideas-australian-patios-balconies-gardens/ [inline] alt=""A brick townhouse courtyard with an open garden cabinet, upright tool rack and clear path from the back door"" || source src/pages/guides/outdoor-storage-ideas-australian-patios-balconies-gardens/index.astro:88 [source_literal] alt=""A brick townhouse courtyard with an open garden cabinet, upright tool rack and clear path from the back door"" || source src/pages/guides/outdoor-storage-ideas-australian-patios-balconies-gardens/index.astro:149 [source_literal] alt=""A brick townhouse courtyard with an open garden cabinet, upright tool rack and clear path from the back door""","A brick townhouse courtyard with an open garden cabinet, upright tool rack and clear path from the back door",6,3,reused,False,False,,,#39362a:20% | #a98d70:19% | #5f5c43:17% | #bab09f:16% | #8e684e:15%,grey | beige_or_cream | brown | coral_or_terracotta | warm_orange_grade,KEEP,FINAL KEEP,,5,5,4,4,4,5,4.5,"A strong Australian-scale courtyard scene with weather exposure, access and storage placement easy to judge."
public/images/guides/outdoor-storage-for-small-australian-backyards-what-to-plan-before-buying.webp,outdoor-storage-for-small-australian-backyards-what-to-plan-before-buying.webp,webp,1600,720,2.2222,184216,"route /categories/outdoor-garden/ [inline] alt=""A narrow garden shed beside an open lawn and clear paved path in a compact suburban backyard"" || route /guides/outdoor-storage-for-small-australian-backyards-what-to-plan-before-buying/ [hero] alt=""A narrow garden shed beside an open lawn and clear paved path in a compact suburban backyard"" || source src/pages/guides/outdoor-storage-for-small-australian-backyards-what-to-plan-before-buying/index.astro:88 [source_literal] alt=""A narrow garden shed beside an open lawn and clear paved path in a compact suburban backyard""",A narrow garden shed beside an open lawn and clear paved path in a compact suburban backyard,3,2,reused,False,False,,,#343023:22% | #7d7a66:22% | #625a4f:16% | #cbd6e0:15% | #4b4b3a:15%,grey,PENDING,NOT IN PHASE 1,,,,,,,,,
